Sector,Years of Operation,How Much They Raised,Giants,No Budget,Competition,Poor Market Fit,Acquisition Stagnation,Platform Dependency,Monetization Failure,Niche Limits,Execution Flaws,Trend Shifts,Toxicity/Trust Issues,Regulatory Pressure,Overhype,Security Risk,Tech Debt,failure,domain,week,startup_id
Mixed,5.0,0.0,0.5,1.0,1.17,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,7,959
Mixed,5.0,40.7,0.5,0.1,1.06,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,6,960
Mixed,5.0,2.16,0.5,0.5,0.51,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,10,961
Mixed,5.0,0.0,0.5,1.0,1.11,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,12,962
Mixed,5.0,0.0,0.5,1.0,1.2,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,9,963
Mixed,5.0,2.0,0.5,0.5,1.05,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,1,964
Mixed,5.0,0.0,0.5,1.0,0.96,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,4,965
Mixed,5.0,4.0,0.5,0.5,0.9,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,9,966
Mixed,5.0,1.25,0.5,0.5,0.96,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,4,967
Mixed,5.0,1.55,0.5,0.5,0.9,1.0,0.8,0.1,0.5,0.3,0.6,0.1,0.0,0.1,0.1,0.0,0.0,1,financial,10,968
Mixed,5.0,0.04,0.5,1.0,0.56,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,3,969
Mixed,5.0,0.0,0.5,1.0,0.88,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,9,970
Mixed,5.0,42.0,0.5,0.1,0.78,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,2,971
Mixed,5.0,124.5,0.5,0.1,0.94,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,4,972
Mixed,5.0,6.03,0.5,0.1,0.67,0.2,0.8,0.1,0.5,0.3,0.6,0.1,0.0,0.1,0.1,0.0,0.0,1,financial,6,973
Mixed,5.0,0.41,0.5,1.0,1.12,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,2,974
Mixed,5.0,37.0,0.5,0.1,0.48,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,8,975
Mixed,5.0,0.21,0.5,1.0,0.89,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,8,976
Mixed,5.0,0.01,0.5,1.0,0.69,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,1,977
Mixed,5.0,7.2,0.5,0.1,0.81,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,12,978
Mixed,5.0,2.0,0.5,0.5,0.92,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,3,979
Mixed,5.0,0.02,0.5,1.0,0.72,1.0,0.8,0.1,0.5,0.3,0.6,0.1,0.0,0.1,0.1,0.0,0.0,1,financial,10,980
Mixed,5.0,2.1,0.5,0.5,0.59,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,9,981
Mixed,5.0,0.03,0.5,1.0,1.03,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,5,982
Mixed,5.0,2.0,0.5,0.5,0.45,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,6,983
Mixed,5.0,0.04,0.5,1.0,1.2,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,4,984
Mixed,5.0,0.1,0.5,1.0,1.05,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,10,985
Mixed,5.0,0.47,0.5,1.0,0.45,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,2,986
Mixed,5.0,0.1,0.5,1.0,0.56,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,11,987
Mixed,5.0,11.18,0.5,0.1,0.92,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,8,988
Mixed,5.0,8.0,0.5,0.1,0.76,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,11,989
Mixed,5.0,1.55,0.5,0.5,0.75,1.0,0.8,0.1,0.5,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,1,financial,6,990
Mixed,5.0,4.0,0.5,0.5,0.84,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,5,991
Mixed,5.0,0.01,0.5,1.0,0.62,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,9,992
Mixed,5.0,3.0,0.5,0.5,0.72,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,1,993
Mixed,5.0,0.0,0.5,1.0,0.92,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,5,994
Mixed,5.0,2.62,0.5,0.5,0.49,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,6,995
Mixed,5.0,1.02,0.5,0.5,0.47,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,5,996
Mixed,5.0,0.09,0.5,1.0,0.68,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,6,997
Mixed,5.0,0.2,0.5,1.0,0.76,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,6,998
Mixed,5.0,2.0,0.5,0.5,0.49,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,7,999
Mixed,5.0,13.08,0.5,0.1,0.53,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,4,1000
Mixed,5.0,0.0,0.5,1.0,1.12,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,11,1001
Mixed,5.0,0.16,0.5,1.0,1.11,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,8,1002
Mixed,5.0,1.69,0.5,0.5,0.73,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,7,1003
Mixed,5.0,6.84,0.5,0.1,1.18,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,9,1004
Mixed,5.0,0.3,0.5,1.0,1.07,1.0,0.8,0.1,0.5,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,1,financial,7,1005
Mixed,5.0,0.02,0.5,1.0,0.97,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,3,1006
Mixed,5.0,4.1,0.5,0.5,0.84,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,3,1007
Mixed,5.0,6.0,0.5,0.1,1.08,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,8,1008
Mixed,5.0,0.0,0.5,1.0,0.72,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,5,1009
Mixed,5.0,0.58,0.5,1.0,0.66,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,4,1010
Mixed,5.0,14.0,0.5,0.1,0.99,0.2,0.8,0.1,0.5,0.3,0.6,0.1,0.0,0.1,0.1,0.0,0.0,1,financial,8,1011
Mixed,5.0,1.39,0.5,0.5,0.47,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,6,1012
Mixed,5.0,10.08,0.5,0.1,0.96,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,2,1013
Mixed,5.0,0.08,0.5,1.0,1.0,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,4,1014
Mixed,5.0,6.5,0.5,0.1,0.81,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,12,1015
Mixed,5.0,0.0,0.5,1.0,0.71,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,11,1016
Mixed,5.0,3.42,0.5,0.5,1.12,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,4,1017
Mixed,5.0,1.45,0.5,0.5,0.88,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,6,1018
Mixed,5.0,1.0,0.5,0.5,1.14,1.0,0.8,0.1,0.5,0.3,0.6,0.1,0.0,0.1,0.1,0.0,0.0,1,financial,6,1019
Mixed,5.0,0.1,0.5,1.0,0.88,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,1,1020
Mixed,5.0,3.5,0.5,0.5,0.54,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,8,1021
Mixed,5.0,0.0,0.5,1.0,0.62,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,6,1022
Mixed,5.0,39.73,0.5,0.1,0.63,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,3,1023
Mixed,5.0,6.32,0.5,0.1,1.19,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,9,1024
Mixed,5.0,0.2,0.5,1.0,1.17,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,2,1025
Mixed,5.0,26.0,0.5,0.1,0.87,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,11,1026
Mixed,5.0,0.04,0.5,1.0,0.73,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,8,1027
Mixed,5.0,5.55,0.5,0.1,0.55,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,10,1028
Mixed,5.0,26.0,0.5,0.1,1.01,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,3,1029
Mixed,5.0,0.3,0.5,1.0,0.68,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,12,1030
Mixed,5.0,9.22,0.5,0.1,0.84,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,5,1031
Mixed,5.0,273.42,0.5,0.1,0.54,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,6,1032
Mixed,5.0,25.0,0.5,0.1,0.54,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,10,1033
Mixed,5.0,0.5,0.5,1.0,0.41,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,6,1034
Mixed,5.0,0.0,0.5,1.0,0.81,1.0,0.8,0.1,0.5,0.3,0.6,0.1,0.0,0.1,0.1,0.0,0.0,1,financial,4,1035
Mixed,5.0,18.0,0.5,0.1,0.9,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,3,1036
Mixed,5.0,10.4,0.5,0.1,0.68,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,4,1037
Mixed,5.0,0.0,0.5,1.0,1.1,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,1,1038
Mixed,5.0,0.1,0.5,1.0,0.77,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,4,1039
Mixed,5.0,4.71,0.5,0.5,0.76,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,1,1040
Mixed,5.0,0.06,0.5,1.0,1.05,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,12,1041
Mixed,5.0,2.8,0.5,0.5,0.77,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,1,1042
Mixed,5.0,3.3,0.5,0.5,0.7,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,10,1043
Mixed,5.0,0.02,0.5,1.0,1.05,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,6,1044
Mixed,5.0,0.05,0.5,1.0,1.03,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,5,1045
Mixed,5.0,2.03,0.5,0.5,0.69,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,11,1046
Mixed,5.0,92.5,0.5,0.1,0.79,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,4,1047
Mixed,5.0,10.38,0.5,0.1,1.14,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,11,1048
Mixed,5.0,54.62,0.5,0.1,1.07,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,3,1049
Mixed,5.0,3.4,0.5,0.5,0.82,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,1,1050
Mixed,5.0,5.0,0.5,0.1,0.57,0.2,0.8,0.1,0.5,0.3,0.6,0.1,0.0,0.1,0.1,0.0,0.0,1,financial,6,1051
Mixed,5.0,100.0,0.5,0.1,0.59,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,2,1052
Mixed,5.0,9.0,0.5,0.1,1.16,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,8,1053
Mixed,5.0,2.45,0.5,0.5,0.83,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,10,1054
Mixed,5.0,17.35,0.5,0.1,0.83,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,5,1055
Mixed,5.0,9.52,0.5,0.1,0.71,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,7,1056
Mixed,5.0,0.8,0.5,1.0,0.7,1.0,0.8,0.1,0.5,0.3,0.6,0.1,0.0,0.1,0.1,0.0,0.0,1,financial,10,1057
Mixed,5.0,25.0,0.5,0.1,0.47,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,12,1058
Mixed,5.0,1.48,0.5,0.5,0.61,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,2,1059
Mixed,5.0,1.56,0.5,0.5,0.68,1.0,0.8,0.1,0.5,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,1,financial,8,1060
Mixed,5.0,1.9,0.5,0.5,0.42,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,2,1061
Mixed,5.0,0.9,0.5,1.0,1.02,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,4,1062
Mixed,5.0,0.12,0.5,1.0,1.13,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,1,1063
Mixed,5.0,2.8,0.5,0.5,0.9,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,5,1064
Mixed,5.0,0.1,0.5,1.0,0.87,1.0,0.8,0.1,0.5,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,1,financial,9,1065
Mixed,5.0,0.1,0.5,1.0,0.89,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,1,1066
Mixed,5.0,5.0,0.5,0.1,0.6,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,9,1067
Mixed,5.0,1.47,0.5,0.5,0.66,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,11,1068
Mixed,5.0,0.0,0.5,1.0,1.15,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,8,1069
Mixed,5.0,7.0,0.5,0.1,0.81,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,6,1070
Mixed,5.0,27.54,0.5,0.1,1.1,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,7,1071
Mixed,5.0,0.0,0.5,1.0,0.71,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,3,1072
Mixed,5.0,0.0,0.5,1.0,0.85,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,1,1073
Mixed,5.0,0.0,0.5,1.0,1.05,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,5,1074
Mixed,5.0,0.51,0.5,1.0,0.99,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,12,1075
Mixed,5.0,0.0,0.5,1.0,0.72,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,12,1076
Mixed,5.0,0.2,0.5,1.0,0.51,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,2,1077
Mixed,5.0,0.0,0.5,1.0,0.98,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,5,1078
Mixed,5.0,0.0,0.5,1.0,0.7,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,8,1079
Mixed,5.0,0.0,0.5,1.0,0.7,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,11,1080
Mixed,5.0,1.2,0.5,0.5,0.42,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,9,1081
Mixed,5.0,63.1,0.5,0.1,0.41,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,2,1082
Mixed,5.0,0.55,0.5,1.0,0.5,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,12,1083
Mixed,5.0,0.0,0.5,1.0,0.84,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,3,1084
Mixed,5.0,0.8,0.5,1.0,1.02,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,3,1085
Mixed,5.0,3.0,0.5,0.5,1.04,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,1,1086
Mixed,5.0,0.15,0.5,1.0,1.08,1.0,0.8,0.1,0.5,0.3,0.6,0.1,0.0,0.1,0.1,0.0,0.0,1,financial,8,1087
Mixed,5.0,0.5,0.5,1.0,0.65,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,6,1088
Mixed,5.0,6.7,0.5,0.1,0.59,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,12,1089
Mixed,5.0,8.0,0.5,0.1,0.7,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,8,1090
Mixed,5.0,3.1,0.5,0.5,0.47,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,11,1091
Mixed,5.0,0.39,0.5,1.0,0.72,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,9,1092
Mixed,5.0,0.0,0.5,1.0,0.57,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,5,1093
Mixed,5.0,0.38,0.5,1.0,0.84,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,12,1094
Mixed,5.0,5.0,0.5,0.1,0.59,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,3,1095
Mixed,5.0,1.61,0.5,0.5,1.04,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,5,1096
Mixed,5.0,0.03,0.5,1.0,0.63,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,5,1097
Mixed,5.0,0.28,0.5,1.0,0.94,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,5,1098
Mixed,5.0,1.5,0.5,0.5,0.59,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,3,1099
Mixed,5.0,0.1,0.5,1.0,0.54,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,11,1100
Mixed,5.0,0.0,0.5,1.0,1.15,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,10,1101
Mixed,5.0,0.0,0.5,1.0,0.6,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,4,1102
Mixed,5.0,15.0,0.5,0.1,1.02,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,9,1103
Mixed,5.0,0.0,0.5,1.0,1.18,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,10,1104
Mixed,5.0,0.05,0.5,1.0,0.7,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,9,1105
Mixed,5.0,0.01,0.5,1.0,0.99,1.0,0.8,0.1,0.5,0.3,0.6,0.1,0.0,0.1,0.1,0.0,0.0,1,financial,2,1106
Mixed,5.0,16.13,0.5,0.1,0.86,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,8,1107
Mixed,5.0,5.0,0.5,0.1,1.18,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,8,1108
Mixed,5.0,0.0,0.5,1.0,0.5,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,7,1109
Mixed,5.0,227.05,0.5,0.1,0.9,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,8,1110
Mixed,5.0,2.37,0.5,0.5,0.83,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,3,1111
Mixed,5.0,32.3,0.5,0.1,0.74,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,6,1112
Mixed,5.0,0.0,0.5,1.0,0.96,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,1,1113
Mixed,5.0,0.0,0.5,1.0,0.82,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,7,1114
Mixed,5.0,6.0,0.5,0.1,0.46,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,1,1115
Mixed,5.0,1000.0,0.5,0.1,0.5,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,9,1116
Mixed,5.0,1.51,0.5,0.5,0.54,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,1,1117
Mixed,5.0,2.38,0.5,0.5,0.43,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,1,1118
Mixed,5.0,0.0,0.5,1.0,0.85,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,7,1119
Mixed,5.0,0.4,0.5,1.0,0.67,1.0,0.8,0.1,0.5,0.3,0.6,0.1,0.0,0.1,0.1,0.0,0.0,1,financial,2,1120
Mixed,5.0,0.0,0.5,1.0,1.07,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,5,1121
Mixed,5.0,0.2,0.5,1.0,1.03,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,8,1122
Mixed,5.0,2.2,0.5,0.5,0.7,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,8,1123
Mixed,5.0,15.8,0.5,0.1,0.97,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,3,1124
Mixed,5.0,1.5,0.5,0.5,1.03,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,financial,7,1125
