Sector,Years of Operation,How Much They Raised,Giants,No Budget,Competition,Poor Market Fit,Acquisition Stagnation,Platform Dependency,Monetization Failure,Niche Limits,Execution Flaws,Trend Shifts,Toxicity/Trust Issues,Regulatory Pressure,Overhype,failure,startup_id,week
Finance and Insurance,2751.265348788281,608.7951881269914,0.899824757878142,0.07082161491535026,0.5749937291286894,0.014570059997573836,-0.13195848593805304,-0.2559286908515998,0.23122271306589734,0.22754675224545184,-0.1211735753273549,1.0256334852646247,-0.1426505387948173,-0.13957375736472177,-0.005902295580006023,0,50,11
Finance and Insurance,2840.0158439104835,628.4337425827009,0.9288513629709853,0.07310618313842608,0.5935419139392922,0.015040061932979444,-0.13621521129089345,-0.2641844550726191,0.23868151026157147,0.23488697005982126,-0.12508240033791473,1.058718436402193,-0.1472521690785211,-0.14407613663455152,-0.006092692211619122,0,50,12
Finance and Insurance,1866.538198739911,8.961292385402944,0.609558706949709,0.04797593268459211,0.38951188102266054,0.00987004064351776,0.618509374584024,-0.17337104864140632,0.15663474110915626,0.1541445741017577,-0.08208532522175654,0.12165040187935511,-0.09663423595777947,-0.09454996466642443,-0.003998329263875049,0,51,1
Finance and Insurance,1955.420970108478,9.388020594231657,0.6385853120425524,0.05026050090766793,0.40806006583326343,0.010340042578923368,0.647962201945168,-0.18162681286242566,0.1640935383048304,0.1614847919161271,-0.0859941502323164,0.1274432781593244,-0.10123586624148324,-0.09905234393625416,-0.004188725895488146,0,51,2
Finance and Insurance,2044.3037414770452,9.814748803060366,0.6676119171353956,0.052545069130743735,0.42660825064386626,0.010810044514328973,0.6774150293063118,-0.18988257708344497,0.17155233550050447,0.1688250097304965,-0.0899029752428762,0.13323615443929368,-0.10583749652518702,-0.10355472320608389,-0.004379122527101243,0,51,3
Finance and Insurance,2133.1865128456125,10.241477011889078,0.6966385222282389,0.05482963735381955,0.4451564354544692,0.011280046449734581,0.7068678566674559,-0.19813834130446434,0.17901113269617858,0.17616522754486594,-0.09381180025343605,0.13902903071926295,-0.1104391268088908,-0.10805710247591362,-0.0045695191587143405,0,51,4
Finance and Insurance,2222.06928421418,10.668205220717791,0.7256651273210822,0.057114205576895366,0.4637046202650721,0.01175004838514019,0.7363206840285998,-0.20639410552548368,0.18646992989185268,0.18350544535923535,-0.09772062526399589,0.14482190699923225,-0.11504075709259459,-0.11255948174574336,-0.004759915790327438,0,51,5
Finance and Insurance,2310.9520555827467,11.094933429546503,0.7546917324139255,0.05939877379997119,0.482252805075675,0.012220050320545798,0.7657735113897439,-0.21464986974650305,0.19392872708752681,0.19084566317360477,-0.10162945027455572,0.15061478327920155,-0.11964238737629838,-0.1170618610155731,-0.0049503124219405364,0,51,6
Finance and Insurance,2399.834826951314,11.521661638375214,0.7837183375067689,0.061683342023047004,0.5008009898862779,0.012690052255951406,0.795226338750888,-0.2229056339675224,0.20138752428320092,0.19818588098797418,-0.10553827528511557,0.15640765955917085,-0.12424401766000216,-0.12156424028540283,-0.005140709053553634,0,51,7
Finance and Insurance,2488.717598319881,11.948389847203924,0.812744942599612,0.0639679102461228,0.5193491746968807,0.013160054191357011,0.8246791661120318,-0.2311613981885417,0.208846321478875,0.20552609880234357,-0.10944710029567538,0.16220053583914013,-0.12884564794370593,-0.12606661955523255,-0.005331105685166731,0,51,8
Finance and Insurance,2577.600369688448,12.375118056032637,0.8417715476924553,0.06625247846919863,0.5378973595074836,0.01363005612676262,0.8541319934731758,-0.23941716240956107,0.21630511867454913,0.21286631661671299,-0.11335592530623523,0.16799341211910943,-0.13344727822740973,-0.1305689988250623,-0.005521502316779828,0,51,9
Finance and Insurance,2666.4831410570155,12.801846264861348,0.8707981527852986,0.06853704669227445,0.5564455443180865,0.014100058062168228,0.8835848208343199,-0.24767292663058044,0.22376391587022323,0.2202065344310824,-0.11726475031679506,0.17378628839907873,-0.1380489085111135,-0.13507137809489203,-0.005711898948392926,0,51,10
Finance and Insurance,2755.365912425583,13.22857447369006,0.899824757878142,0.07082161491535026,0.5749937291286894,0.014570059997573836,0.913037648195464,-0.2559286908515998,0.23122271306589734,0.22754675224545184,-0.1211735753273549,0.179579164679048,-0.1426505387948173,-0.13957375736472177,-0.005902295580006023,0,51,11
Finance and Insurance,2844.24868379415,13.655302682518773,0.9288513629709853,0.07310618313842608,0.5935419139392922,0.015040061932979444,0.9424904755566079,-0.2641844550726191,0.23868151026157147,0.23488697005982126,-0.12508240033791473,0.1853720409590173,-0.1472521690785211,-0.14407613663455152,-0.006092692211619122,0,51,12
Finance and Insurance,1861.9085301171506,24.637199691139948,0.609558706949709,0.04797593268459211,0.38951188102266054,0.00987004064351776,-0.08939123240964883,-0.17337104864140632,0.15663474110915626,0.1541445741017577,0.42637193834619885,0.12165040187935511,-0.09663423595777947,-0.09454996466642443,0.8213541228302277,0,52,1
Finance and Insurance,1950.5708410751104,25.81039967643233,0.6385853120425524,0.05026050090766793,0.40806006583326343,0.010340042578923368,-0.09364795776248926,-0.18162681286242566,0.1640935383048304,0.1614847919161271,0.4466753639817322,0.1274432781593244,-0.10123586624148324,-0.09905234393625416,0.8604662239173815,0,52,2
Finance and Insurance,2039.2331520330695,26.983599661724703,0.6676119171353956,0.052545069130743735,0.42660825064386626,0.010810044514328973,-0.09790468311532965,-0.18988257708344497,0.17155233550050447,0.1688250097304965,0.46697878961726536,0.13323615443929368,-0.10583749652518702,-0.10355472320608389,0.899578325004535,0,52,3
Finance and Insurance,2127.895462991029,28.156799647017085,0.6966385222282389,0.05482963735381955,0.4451564354544692,0.011280046449734581,-0.10216140846817008,-0.19813834130446434,0.17901113269617858,0.17616522754486594,0.4872822152527987,0.13902903071926295,-0.1104391268088908,-0.10805710247591362,0.9386904260916887,0,52,4
Finance and Insurance,2216.5577739489886,29.329999632309462,0.7256651273210822,0.057114205576895366,0.4637046202650721,0.01175004838514019,-0.10641813382101051,-0.20639410552548368,0.18646992989185268,0.18350544535923535,0.5075856408883319,0.14482190699923225,-0.11504075709259459,-0.11255948174574336,0.9778025271788425,0,52,5
Finance and Insurance,2305.2200849069486,30.50319961760184,0.7546917324139255,0.05939877379997119,0.482252805075675,0.012220050320545798,-0.11067485917385093,-0.21464986974650305,0.19392872708752681,0.19084566317360477,0.5278890665238652,0.15061478327920155,-0.11964238737629838,-0.1170618610155731,1.0169146282659962,0,52,6
Finance and Insurance,2393.882395864908,31.67639960289422,0.7837183375067689,0.061683342023047004,0.5008009898862779,0.012690052255951406,-0.11493158452669135,-0.2229056339675224,0.20138752428320092,0.19818588098797418,0.5481924921593986,0.15640765955917085,-0.12424401766000216,-0.12156424028540283,1.05602672935315,0,52,7
Finance and Insurance,2482.5447068228673,32.8495995881866,0.812744942599612,0.0639679102461228,0.5193491746968807,0.013160054191357011,-0.11918830987953176,-0.2311613981885417,0.208846321478875,0.20552609880234357,0.5684959177949318,0.16220053583914013,-0.12884564794370593,-0.12606661955523255,1.0951388304403036,0,52,8
Finance and Insurance,2571.207017780827,34.02279957347898,0.8417715476924553,0.06625247846919863,0.5378973595074836,0.01363005612676262,-0.12344503523237219,-0.23941716240956107,0.21630511867454913,0.21286631661671299,0.588799343430465,0.16799341211910943,-0.13344727822740973,-0.1305689988250623,1.1342509315274574,0,52,9
Finance and Insurance,2659.8693287387864,35.195999558771355,0.8707981527852986,0.06853704669227445,0.5564455443180865,0.014100058062168228,-0.1277017605852126,-0.24767292663058044,0.22376391587022323,0.2202065344310824,0.6091027690659984,0.17378628839907873,-0.1380489085111135,-0.13507137809489203,1.173363032614611,0,52,10
Finance and Insurance,2748.531639696746,36.36919954406373,0.899824757878142,0.07082161491535026,0.5749937291286894,0.014570059997573836,-0.13195848593805304,-0.2559286908515998,0.23122271306589734,0.22754675224545184,0.6294061947015317,0.179579164679048,-0.1426505387948173,-0.13957375736472177,1.2124751337017647,0,52,11
Finance and Insurance,2837.193950654706,37.54239952935611,0.9288513629709853,0.07310618313842608,0.5935419139392922,0.015040061932979444,-0.13621521129089345,-0.2641844550726191,0.23868151026157147,0.23488697005982126,0.6497096203370649,0.1853720409590173,-0.1472521690785211,-0.14407613663455152,1.2515872347889185,0,52,12
Finance and Insurance,1871.1678673626714,-0.11423289686584885,0.609558706949709,0.04797593268459211,0.38951188102266054,0.00987004064351776,-0.08939123240964883,-0.17337104864140632,0.15663474110915626,0.1541445741017577,-0.08208532522175654,0.6947839738889393,-0.09663423595777947,-0.09454996466642443,-0.003998329263875049,0,53,1
Finance and Insurance,1960.2710991418462,-0.11967255862136546,0.6385853120425524,0.05026050090766793,0.40806006583326343,0.010340042578923368,-0.09364795776248926,-0.18162681286242566,0.1640935383048304,0.1614847919161271,-0.0859941502323164,0.7278689250265078,-0.10123586624148324,-0.09905234393625416,-0.004188725895488146,0,53,2
Finance and Insurance,2049.374330921021,-0.12511222037688205,0.6676119171353956,0.052545069130743735,0.42660825064386626,0.010810044514328973,-0.09790468311532965,-0.18988257708344497,0.17155233550050447,0.1688250097304965,-0.0899029752428762,0.7609538761640763,-0.10583749652518702,-0.10355472320608389,-0.004379122527101243,0,53,3
Finance and Insurance,2138.477562700196,-0.13055188213239868,0.6966385222282389,0.05482963735381955,0.4451564354544692,0.011280046449734581,-0.10216140846817008,-0.19813834130446434,0.17901113269617858,0.17616522754486594,-0.09381180025343605,0.7940388273016449,-0.1104391268088908,-0.10805710247591362,-0.0045695191587143405,0,53,4
Finance and Insurance,2227.5807944793705,-0.1359915438879153,0.7256651273210822,0.057114205576895366,0.4637046202650721,0.01175004838514019,-0.10641813382101051,-0.20639410552548368,0.18646992989185268,0.18350544535923535,-0.09772062526399589,0.8271237784392134,-0.11504075709259459,-0.11255948174574336,-0.004759915790327438,0,53,5
Finance and Insurance,2316.6840262585456,-0.1414312056434319,0.7546917324139255,0.05939877379997119,0.482252805075675,0.012220050320545798,-0.11067485917385093,-0.21464986974650305,0.19392872708752681,0.19084566317360477,-0.10162945027455572,0.860208729576782,-0.11964238737629838,-0.1170618610155731,-0.0049503124219405364,0,53,6
Finance and Insurance,2405.78725803772,-0.14687086739894853,0.7837183375067689,0.061683342023047004,0.5008009898862779,0.012690052255951406,-0.11493158452669135,-0.2229056339675224,0.20138752428320092,0.19818588098797418,-0.10553827528511557,0.8932936807143506,-0.12424401766000216,-0.12156424028540283,-0.005140709053553634,0,53,7
Finance and Insurance,2494.890489816895,-0.1523105291544651,0.812744942599612,0.0639679102461228,0.5193491746968807,0.013160054191357011,-0.11918830987953176,-0.2311613981885417,0.208846321478875,0.20552609880234357,-0.10944710029567538,0.9263786318519189,-0.12884564794370593,-0.12606661955523255,-0.005331105685166731,0,53,8
Finance and Insurance,2583.99372159607,-0.15775019090998174,0.8417715476924553,0.06625247846919863,0.5378973595074836,0.01363005612676262,-0.12344503523237219,-0.23941716240956107,0.21630511867454913,0.21286631661671299,-0.11335592530623523,0.9594635829894875,-0.13344727822740973,-0.1305689988250623,-0.005521502316779828,0,53,9
Finance and Insurance,2673.096953375245,-0.16318985266549835,0.8707981527852986,0.06853704669227445,0.5564455443180865,0.014100058062168228,-0.1277017605852126,-0.24767292663058044,0.22376391587022323,0.2202065344310824,-0.11726475031679506,0.9925485341270561,-0.1380489085111135,-0.13507137809489203,-0.005711898948392926,0,53,10
Finance and Insurance,2762.2001851544196,-0.16862951442101495,0.899824757878142,0.07082161491535026,0.5749937291286894,0.014570059997573836,-0.13195848593805304,-0.2559286908515998,0.23122271306589734,0.22754675224545184,-0.1211735753273549,1.0256334852646247,-0.1426505387948173,-0.13957375736472177,-0.005902295580006023,0,53,11
Finance and Insurance,2851.3034169335947,-0.1740691761765316,0.9288513629709853,0.07310618313842608,0.5935419139392922,0.015040061932979444,-0.13621521129089345,-0.2641844550726191,0.23868151026157147,0.23488697005982126,-0.12508240033791473,1.058718436402193,-0.1472521690785211,-0.14407613663455152,-0.006092692211619122,0,53,12
Finance and Insurance,1862.8344638417027,16.386722161804684,0.609558706949709,0.04797593268459211,0.38951188102266054,0.00987004064351776,-0.08939123240964883,-0.17337104864140632,0.8909404677468642,0.1541445741017577,-0.08208532522175654,0.12165040187935511,-0.09663423595777947,-0.09454996466642443,-0.003998329263875049,0,54,1
Finance and Insurance,1951.5408668817838,17.167042264747764,0.6385853120425524,0.05026050090766793,0.40806006583326343,0.010340042578923368,-0.09364795776248926,-0.18162681286242566,0.9333662043062387,0.1614847919161271,-0.0859941502323164,0.1274432781593244,-0.10123586624148324,-0.09905234393625416,-0.004188725895488146,0,54,2
Finance and Insurance,2040.2472699218647,17.947362367690843,0.6676119171353956,0.052545069130743735,0.42660825064386626,0.010810044514328973,-0.09790468311532965,-0.18988257708344497,0.975791940865613,0.1688250097304965,-0.0899029752428762,0.13323615443929368,-0.10583749652518702,-0.10355472320608389,-0.004379122527101243,0,54,3
Finance and Insurance,2128.953672961946,18.727682470633923,0.6966385222282389,0.05482963735381955,0.4451564354544692,0.011280046449734581,-0.10216140846817008,-0.19813834130446434,1.0182176774249876,0.17616522754486594,-0.09381180025343605,0.13902903071926295,-0.1104391268088908,-0.10805710247591362,-0.0045695191587143405,0,54,4
Finance and Insurance,2217.660076002027,19.508002573577002,0.7256651273210822,0.057114205576895366,0.4637046202650721,0.01175004838514019,-0.10641813382101051,-0.20639410552548368,1.0606434139843621,0.18350544535923535,-0.09772062526399589,0.14482190699923225,-0.11504075709259459,-0.11255948174574336,-0.004759915790327438,0,54,5
Finance and Insurance,2306.366479042108,20.288322676520085,0.7546917324139255,0.05939877379997119,0.482252805075675,0.012220050320545798,-0.11067485917385093,-0.21464986974650305,1.1030691505437367,0.19084566317360477,-0.10162945027455572,0.15061478327920155,-0.11964238737629838,-0.1170618610155731,-0.0049503124219405364,0,54,6
Finance and Insurance,2395.072882082189,21.068642779463165,0.7837183375067689,0.061683342023047004,0.5008009898862779,0.012690052255951406,-0.11493158452669135,-0.2229056339675224,1.1454948871031112,0.19818588098797418,-0.10553827528511557,0.15640765955917085,-0.12424401766000216,-0.12156424028540283,-0.005140709053553634,0,54,7
Finance and Insurance,2483.7792851222703,21.848962882406244,0.812744942599612,0.0639679102461228,0.5193491746968807,0.013160054191357011,-0.11918830987953176,-0.2311613981885417,1.1879206236624855,0.20552609880234357,-0.10944710029567538,0.16220053583914013,-0.12884564794370593,-0.12606661955523255,-0.005331105685166731,0,54,8
Finance and Insurance,2572.4856881623514,22.629282985349324,0.8417715476924553,0.06625247846919863,0.5378973595074836,0.01363005612676262,-0.12344503523237219,-0.23941716240956107,1.23034636022186,0.21286631661671299,-0.11335592530623523,0.16799341211910943,-0.13344727822740973,-0.1305689988250623,-0.005521502316779828,0,54,9
Finance and Insurance,2661.1920912024325,23.409603088292403,0.8707981527852986,0.06853704669227445,0.5564455443180865,0.014100058062168228,-0.1277017605852126,-0.24767292663058044,1.2727720967812344,0.2202065344310824,-0.11726475031679506,0.17378628839907873,-0.1380489085111135,-0.13507137809489203,-0.005711898948392926,0,54,10
Finance and Insurance,2749.8984942425136,24.189923191235486,0.899824757878142,0.07082161491535026,0.5749937291286894,0.014570059997573836,-0.13195848593805304,-0.2559286908515998,1.315197833340609,0.22754675224545184,-0.1211735753273549,0.179579164679048,-0.1426505387948173,-0.13957375736472177,-0.005902295580006023,0,54,11
Finance and Insurance,2838.6048972825947,24.970243294178566,0.9288513629709853,0.07310618313842608,0.5935419139392922,0.015040061932979444,-0.13621521129089345,-0.2641844550726191,1.3576235698999835,0.23488697005982126,-0.12508240033791473,0.1853720409590173,-0.1472521690785211,-0.14407613663455152,-0.006092692211619122,0,54,12
Finance and Insurance,1860.9825963925985,4.011005867801784,0.609558706949709,0.04797593268459211,0.38951188102266054,0.00987004064351776,-0.08939123240964883,-0.17337104864140632,0.15663474110915626,0.7644329349171176,-0.08208532522175654,0.12165040187935511,-0.09663423595777947,-0.09454996466642443,-0.003998329263875049,0,55,1
Finance and Insurance,1949.6008152684367,4.202006147220916,0.6385853120425524,0.05026050090766793,0.40806006583326343,0.010340042578923368,-0.09364795776248926,-0.18162681286242566,0.1640935383048304,0.8008345032465042,-0.0859941502323164,0.1274432781593244,-0.10123586624148324,-0.09905234393625416,-0.004188725895488146,0,55,2
Finance and Insurance,2038.2190341442742,4.393006426640048,0.6676119171353956,0.052545069130743735,0.42660825064386626,0.010810044514328973,-0.09790468311532965,-0.18988257708344497,0.17155233550050447,0.8372360715758906,-0.0899029752428762,0.13323615443929368,-0.10583749652518702,-0.10355472320608389,-0.004379122527101243,0,55,3
Finance and Insurance,2126.8372530201123,4.584006706059181,0.6966385222282389,0.05482963735381955,0.4451564354544692,0.011280046449734581,-0.10216140846817008,-0.19813834130446434,0.17901113269617858,0.8736376399052772,-0.09381180025343605,0.13902903071926295,-0.1104391268088908,-0.10805710247591362,-0.0045695191587143405,0,55,4
Finance and Insurance,2215.4554718959507,4.7750069854783135,0.7256651273210822,0.057114205576895366,0.4637046202650721,0.01175004838514019,-0.10641813382101051,-0.20639410552548368,0.18646992989185268,0.9100392082346638,-0.09772062526399589,0.14482190699923225,-0.11504075709259459,-0.11255948174574336,-0.004759915790327438,0,55,5
Finance and Insurance,2304.0736907717887,4.9660072648974465,0.7546917324139255,0.05939877379997119,0.482252805075675,0.012220050320545798,-0.11067485917385093,-0.21464986974650305,0.19392872708752681,0.9464407765640503,-0.10162945027455572,0.15061478327920155,-0.11964238737629838,-0.1170618610155731,-0.0049503124219405364,0,55,6
Finance and Insurance,2392.6919096476267,5.1570075443165795,0.7837183375067689,0.061683342023047004,0.5008009898862779,0.012690052255951406,-0.11493158452669135,-0.2229056339675224,0.20138752428320092,0.982842344893437,-0.10553827528511557,0.15640765955917085,-0.12424401766000216,-0.12156424028540283,-0.005140709053553634,0,55,7
Finance and Insurance,2481.3101285234643,5.348007823735712,0.812744942599612,0.0639679102461228,0.5193491746968807,0.013160054191357011,-0.11918830987953176,-0.2311613981885417,0.208846321478875,1.0192439132228235,-0.10944710029567538,0.16220053583914013,-0.12884564794370593,-0.12606661955523255,-0.005331105685166731,0,55,8
Finance and Insurance,2569.9283473993028,5.539008103154844,0.8417715476924553,0.06625247846919863,0.5378973595074836,0.01363005612676262,-0.12344503523237219,-0.23941716240956107,0.21630511867454913,1.05564548155221,-0.11335592530623523,0.16799341211910943,-0.13344727822740973,-0.1305689988250623,-0.005521502316779828,0,55,9
Finance and Insurance,2658.546566275141,5.730008382573977,0.8707981527852986,0.06853704669227445,0.5564455443180865,0.014100058062168228,-0.1277017605852126,-0.24767292663058044,0.22376391587022323,1.0920470498815966,-0.11726475031679506,0.17378628839907873,-0.1380489085111135,-0.13507137809489203,-0.005711898948392926,0,55,10
Finance and Insurance,2747.164785150979,5.92100866199311,0.899824757878142,0.07082161491535026,0.5749937291286894,0.014570059997573836,-0.13195848593805304,-0.2559286908515998,0.23122271306589734,1.1284486182109832,-0.1211735753273549,0.179579164679048,-0.1426505387948173,-0.13957375736472177,-0.005902295580006023,0,55,11
Finance and Insurance,2835.783004026817,6.112008941412242,0.9288513629709853,0.07310618313842608,0.5935419139392922,0.015040061932979444,-0.13621521129089345,-0.2641844550726191,0.23868151026157147,1.1648501865403698,-0.12508240033791473,0.1853720409590173,-0.1472521690785211,-0.14407613663455152,-0.006092692211619122,0,55,12
Finance and Insurance,1864.6863312908067,8.136244632469417,0.609558706949709,0.04797593268459211,0.38951188102266054,0.4313149189676526,-0.08939123240964883,-0.17337104864140632,0.15663474110915626,0.7644329349171176,-0.08208532522175654,0.12165040187935511,-0.09663423595777947,-0.09454996466642443,-0.003998329263875049,0,56,1
Finance and Insurance,1953.480918495131,8.523684853063198,0.6385853120425524,0.05026050090766793,0.40806006583326343,0.45185372463277895,-0.09364795776248926,-0.18162681286242566,0.1640935383048304,0.8008345032465042,-0.0859941502323164,0.1274432781593244,-0.10123586624148324,-0.09905234393625416,-0.004188725895488146,0,56,2
Finance and Insurance,2042.2755056994547,8.91112507365698,0.6676119171353956,0.052545069130743735,0.42660825064386626,0.4723925302979052,-0.09790468311532965,-0.18988257708344497,0.17155233550050447,0.8372360715758906,-0.0899029752428762,0.13323615443929368,-0.10583749652518702,-0.10355472320608389,-0.004379122527101243,0,56,3
